observation_date,DEXSFUS
2015-01-02,11.6990
2015-01-05,11.7155
2015-01-06,11.7005
2015-01-07,11.7075
2015-01-08,11.5530
2015-01-09,11.4850
2015-01-12,11.5260
2015-01-13,11.5100
2015-01-14,11.4405
2015-01-15,11.5100
2015-01-16,11.5740
2015-01-19,
2015-01-20,11.6130
2015-01-21,11.5240
2015-01-22,11.3765
2015-01-23,11.4020
2015-01-26,11.4430
2015-01-27,11.5410
2015-01-28,11.5250
2015-01-29,11.5570
2015-01-30,11.6510
2015-02-02,11.5185
2015-02-03,11.4065
2015-02-04,11.4375
2015-02-05,11.2705
2015-02-06,11.5005
2015-02-09,11.5930
2015-02-10,11.7040
2015-02-11,11.8645
2015-02-12,11.6920
2015-02-13,11.6300
2015-02-16,
2015-02-17,11.6310
2015-02-18,11.6820
2015-02-19,11.6225
2015-02-20,11.6230
2015-02-23,11.6250
2015-02-24,11.5385
2015-02-25,11.4440
2015-02-26,11.5000
2015-02-27,11.6865
2015-03-02,11.7490
2015-03-03,11.7660
2015-03-04,11.8230
2015-03-05,11.8145
2015-03-06,12.0555
2015-03-09,12.0910
2015-03-10,12.3335
2015-03-11,12.2760
2015-03-12,12.2625
2015-03-13,12.4655
2015-03-16,12.4200
2015-03-17,12.3875
2015-03-18,12.3265
2015-03-19,12.3285
2015-03-20,12.0400
2015-03-23,11.9030
2015-03-24,11.8360
2015-03-25,11.8550
2015-03-26,11.9220
2015-03-27,12.0155
2015-03-30,12.1355
2015-03-31,12.1385
2015-04-01,11.9610
2015-04-02,11.9730
2015-04-03,11.7765
2015-04-06,11.7340
2015-04-07,11.8575
2015-04-08,11.8145
2015-04-09,11.9040
2015-04-10,11.9935
2015-04-13,12.1095
2015-04-14,11.9940
2015-04-15,12.1720
2015-04-16,11.9650
2015-04-17,12.0670
2015-04-20,12.0945
2015-04-21,12.1120
2015-04-22,12.2050
2015-04-23,12.1800
2015-04-24,12.1055
2015-04-27,11.9785
2015-04-28,11.8100
2015-04-29,11.7185
2015-04-30,11.9355
2015-05-01,12.0650
2015-05-04,12.0455
2015-05-05,12.0040
2015-05-06,11.9775
2015-05-07,12.0405
2015-05-08,11.9215
2015-05-11,12.0820
2015-05-12,12.0430
2015-05-13,11.8760
2015-05-14,11.8220
2015-05-15,11.7645
2015-05-18,11.8520
2015-05-19,11.9130
2015-05-20,11.8705
2015-05-21,11.8395
2015-05-22,11.8600
2015-05-25,
2015-05-26,12.0790
2015-05-27,12.0775
2015-05-28,12.1655
2015-05-29,12.1420
2015-06-01,12.2530
2015-06-02,12.2290
2015-06-03,12.2625
2015-06-04,12.3625
2015-06-05,12.5715
2015-06-08,12.5400
2015-06-09,12.4300
2015-06-10,12.3115
2015-06-11,12.3370
2015-06-12,12.4050
2015-06-15,12.4025
2015-06-16,12.3815
2015-06-17,12.4100
2015-06-18,12.1890
2015-06-19,12.1545
2015-06-22,12.1105
2015-06-23,12.1955
2015-06-24,12.1455
2015-06-25,12.0845
2015-06-26,12.2140
2015-06-29,12.2740
2015-06-30,12.1450
2015-07-01,12.2530
2015-07-02,12.2700
2015-07-03,
2015-07-06,12.3985
2015-07-07,12.5090
2015-07-08,12.5225
2015-07-09,12.5190
2015-07-10,12.4630
2015-07-13,12.4460
2015-07-14,12.3375
2015-07-15,12.4355
2015-07-16,12.3735
2015-07-17,12.3370
2015-07-20,12.4350
2015-07-21,12.3355
2015-07-22,12.4045
2015-07-23,12.4245
2015-07-24,12.6140
2015-07-27,12.6095
2015-07-28,12.5660
2015-07-29,12.5105
2015-07-30,12.7405
2015-07-31,12.6200
2015-08-03,12.6870
2015-08-04,12.6550
2015-08-05,12.8100
2015-08-06,12.7405
2015-08-07,12.6275
2015-08-10,12.6735
2015-08-11,12.8030
2015-08-12,12.7600
2015-08-13,12.8205
2015-08-14,12.7980
2015-08-17,12.8765
2015-08-18,12.9260
2015-08-19,12.9460
2015-08-20,12.8615
2015-08-21,12.9250
2015-08-24,13.1690
2015-08-25,13.0460
2015-08-26,13.1250
2015-08-27,13.1120
2015-08-28,13.3185
2015-08-31,13.2455
2015-09-01,13.3980
2015-09-02,13.4790
2015-09-03,13.5250
2015-09-04,13.8300
2015-09-07,
2015-09-08,13.7440
2015-09-09,13.7220
2015-09-10,13.6425
2015-09-11,13.6175
2015-09-14,13.5195
2015-09-15,13.4655
2015-09-16,13.2715
2015-09-17,13.3755
2015-09-18,13.2760
2015-09-21,13.4800
2015-09-22,13.6945
2015-09-23,13.8285
2015-09-24,13.9340
2015-09-25,13.8645
2015-09-28,13.9730
2015-09-29,13.9580
2015-09-30,13.8155
2015-10-01,13.8700
2015-10-02,13.7865
2015-10-05,13.5725
2015-10-06,13.5185
2015-10-07,13.3970
2015-10-08,13.3730
2015-10-09,13.3155
2015-10-12,
2015-10-13,13.4370
2015-10-14,13.3305
2015-10-15,13.0785
2015-10-16,13.1080
2015-10-19,13.2755
2015-10-20,13.2565
2015-10-21,13.4925
2015-10-22,13.4225
2015-10-23,13.6550
2015-10-26,13.6025
2015-10-27,13.6605
2015-10-28,13.5495
2015-10-29,13.8335
2015-10-30,13.8135
2015-11-02,13.7865
2015-11-03,13.7950
2015-11-04,13.9655
2015-11-05,13.9005
2015-11-06,14.1860
2015-11-09,14.3050
2015-11-10,14.2645
2015-11-11,
2015-11-12,14.2725
2015-11-13,14.3825
2015-11-16,14.3860
2015-11-17,14.2860
2015-11-18,14.2005
2015-11-19,14.0085
2015-11-20,13.9355
2015-11-23,14.0830
2015-11-24,13.9835
2015-11-25,14.1440
2015-11-26,
2015-11-27,14.3880
2015-11-30,14.4800
2015-12-01,14.4325
2015-12-02,14.3750
2015-12-03,14.3700
2015-12-04,14.3255
2015-12-07,14.5425
2015-12-08,14.6000
2015-12-09,14.5775
2015-12-10,15.2519
2015-12-11,15.7510
2015-12-14,15.1465
2015-12-15,14.9815
2015-12-16,15.0725
2015-12-17,15.2060
2015-12-18,15.0435
2015-12-21,15.1045
2015-12-22,15.1855
2015-12-23,15.1845
2015-12-24,15.2740
2015-12-25,
2015-12-28,15.2935
2015-12-29,15.2885
2015-12-30,15.5795
2015-12-31,15.4660
2016-01-01,
2016-01-04,15.6150
2016-01-05,15.6260
2016-01-06,15.7855
2016-01-07,15.9740
2016-01-08,16.1800
2016-01-11,16.8025
2016-01-12,16.7125
2016-01-13,16.3905
2016-01-14,16.4305
2016-01-15,16.8125
2016-01-18,
2016-01-19,16.6930
2016-01-20,16.8845
2016-01-21,16.5125
2016-01-22,16.4625
2016-01-25,16.4510
2016-01-26,16.3535
2016-01-27,16.3355
2016-01-28,16.1995
2016-01-29,15.9535
2016-02-01,15.9480
2016-02-02,16.1835
2016-02-03,16.1400
2016-02-04,15.8305
2016-02-05,15.9785
2016-02-08,16.1400
2016-02-09,16.0532
2016-02-10,15.8555
2016-02-11,15.8200
2016-02-12,15.8250
2016-02-15,
2016-02-16,15.7050
2016-02-17,15.4700
2016-02-18,15.3700
2016-02-19,15.4095
2016-02-22,15.1830
2016-02-23,15.2050
2016-02-24,15.6445
2016-02-25,15.5805
2016-02-26,16.1550
2016-02-29,15.7465
2016-03-01,15.5465
2016-03-02,15.6055
2016-03-03,15.5825
2016-03-04,15.3095
2016-03-07,15.2830
2016-03-08,15.3825
2016-03-09,15.1450
2016-03-10,15.3835
2016-03-11,15.2005
2016-03-14,15.5555
2016-03-15,15.9450
2016-03-16,16.1400
2016-03-17,15.1610
2016-03-18,15.2560
2016-03-21,15.1560
2016-03-22,15.2190
2016-03-23,15.3215
2016-03-24,15.5225
2016-03-25,15.4675
2016-03-28,15.5755
2016-03-29,15.3655
2016-03-30,14.8870
2016-03-31,14.7100
2016-04-01,14.7350
2016-04-04,14.6805
2016-04-05,15.0700
2016-04-06,15.1100
2016-04-07,15.1465
2016-04-08,14.9605
2016-04-11,14.7055
2016-04-12,14.6855
2016-04-13,14.5800
2016-04-14,14.5225
2016-04-15,14.5785
2016-04-18,14.4810
2016-04-19,14.2855
2016-04-20,14.2150
2016-04-21,14.2800
2016-04-22,14.4025
2016-04-25,14.5175
2016-04-26,14.3605
2016-04-27,14.5055
2016-04-28,14.2645
2016-04-29,14.2355
2016-05-02,14.3255
2016-05-03,14.6085
2016-05-04,14.9215
2016-05-05,14.9290
2016-05-06,14.8850
2016-05-09,15.1840
2016-05-10,15.1305
2016-05-11,15.0265
2016-05-12,15.0600
2016-05-13,15.3505
2016-05-16,15.6075
2016-05-17,15.5215
2016-05-18,15.7430
2016-05-19,15.8805
2016-05-20,15.6690
2016-05-23,15.7625
2016-05-24,15.6150
2016-05-25,15.6900
2016-05-26,15.5650
2016-05-27,15.6500
2016-05-30,
2016-05-31,15.7150
2016-06-01,15.5975
2016-06-02,15.5910
2016-06-03,15.1010
2016-06-06,14.9605
2016-06-07,14.8760
2016-06-08,14.7125
2016-06-09,14.8345
2016-06-10,15.1055
2016-06-13,15.1535
2016-06-14,15.3035
2016-06-15,15.2525
2016-06-16,15.4485
2016-06-17,15.2170
2016-06-20,14.8215
2016-06-21,14.7555
2016-06-22,14.6300
2016-06-23,14.4260
2016-06-24,15.0000
2016-06-27,15.4900
2016-06-28,15.2180
2016-06-29,14.8310
2016-06-30,14.7755
2016-07-01,14.5755
2016-07-04,
2016-07-05,14.7865
2016-07-06,14.7775
2016-07-07,14.7000
2016-07-08,14.5750
2016-07-11,14.4360
2016-07-12,14.3310
2016-07-13,14.4240
2016-07-14,14.2320
2016-07-15,14.3530
2016-07-18,14.2585
2016-07-19,14.3320
2016-07-20,14.3380
2016-07-21,14.2245
2016-07-22,14.3460
2016-07-25,14.3700
2016-07-26,14.3635
2016-07-27,14.3505
2016-07-28,14.1990
2016-07-29,13.8875
2016-08-01,13.9005
2016-08-02,14.0125
2016-08-03,13.9645
2016-08-04,13.6800
2016-08-05,13.7970
2016-08-08,13.6275
2016-08-09,13.4205
2016-08-10,13.3105
2016-08-11,13.3210
2016-08-12,13.5175
2016-08-15,13.3105
2016-08-16,13.3060
2016-08-17,13.4905
2016-08-18,13.3500
2016-08-19,13.5065
2016-08-22,13.5705
2016-08-23,13.8000
2016-08-24,14.1900
2016-08-25,14.2320
2016-08-26,14.1205
2016-08-29,14.3925
2016-08-30,14.4850
2016-08-31,14.6985
2016-09-01,14.6845
2016-09-02,14.4705
2016-09-05,
2016-09-06,14.0630
2016-09-07,14.0500
2016-09-08,14.1130
2016-09-09,14.3910
2016-09-12,14.3900
2016-09-13,14.4735
2016-09-14,14.2550
2016-09-15,14.1875
2016-09-16,14.2265
2016-09-19,14.0050
2016-09-20,13.8550
2016-09-21,13.6800
2016-09-22,13.6075
2016-09-23,13.6900
2016-09-26,13.6750
2016-09-27,13.4800
2016-09-28,13.6825
2016-09-29,13.8550
2016-09-30,13.7200
2016-10-03,13.6450
2016-10-04,13.7300
2016-10-05,13.7150
2016-10-06,13.8550
2016-10-07,13.9325
2016-10-10,
2016-10-11,14.3600
2016-10-12,14.2550
2016-10-13,14.2225
2016-10-14,14.2475
2016-10-17,14.1450
2016-10-18,13.8900
2016-10-19,13.8600
2016-10-20,13.9125
2016-10-21,14.0275
2016-10-24,13.9175
2016-10-25,13.7750
2016-10-26,13.8775
2016-10-27,13.8600
2016-10-28,13.8325
2016-10-31,13.4850
2016-11-01,13.5750
2016-11-02,13.5100
2016-11-03,13.4750
2016-11-04,13.6100
2016-11-07,13.3425
2016-11-08,13.2725
2016-11-09,13.4750
2016-11-10,14.0425
2016-11-11,
2016-11-14,14.3700
2016-11-15,14.2000
2016-11-16,14.2950
2016-11-17,14.3050
2016-11-18,14.3800
2016-11-21,14.2675
2016-11-22,14.1325
2016-11-23,14.2025
2016-11-24,
2016-11-25,14.1050
2016-11-28,13.7325
2016-11-29,13.8800
2016-11-30,14.0775
2016-12-01,14.0750
2016-12-02,13.8825
2016-12-05,13.7725
2016-12-06,13.5975
2016-12-07,13.5200
2016-12-08,13.6500
2016-12-09,13.7650
2016-12-12,13.6450
2016-12-13,13.6375
2016-12-14,13.6725
2016-12-15,14.1025
2016-12-16,14.0750
2016-12-19,14.0925
2016-12-20,14.0150
2016-12-21,13.9385
2016-12-22,14.0305
2016-12-23,14.0081
2016-12-26,
2016-12-27,13.9325
2016-12-28,13.8575
2016-12-29,13.6225
2016-12-30,13.7000
2017-01-02,
2017-01-03,13.7800
2017-01-04,13.6275
2017-01-05,13.5575
2017-01-06,13.7150
2017-01-09,13.6325
2017-01-10,13.6725
2017-01-11,13.8375
2017-01-12,13.4675
2017-01-13,13.4425
2017-01-16,
2017-01-17,13.4950
2017-01-18,13.5050
2017-01-19,13.6000
2017-01-20,
2017-01-23,13.5000
2017-01-24,13.3375
2017-01-25,13.2625
2017-01-26,13.3825
2017-01-27,13.4900
2017-01-30,13.5350
2017-01-31,13.5075
2017-02-01,13.4250
2017-02-02,13.3675
2017-02-03,13.2300
2017-02-06,13.4000
2017-02-07,13.4175
2017-02-08,13.3875
2017-02-09,13.3925
2017-02-10,13.3800
2017-02-13,13.3125
2017-02-14,13.1625
2017-02-15,12.9625
2017-02-16,13.0500
2017-02-17,13.0975
2017-02-20,
2017-02-21,13.1200
2017-02-22,13.0650
2017-02-23,12.8975
2017-02-24,12.9275
2017-02-27,12.9250
2017-02-28,13.1000
2017-03-01,13.0325
2017-03-02,13.1000
2017-03-03,13.0900
2017-03-06,13.0000
2017-03-07,12.9550
2017-03-08,13.0975
2017-03-09,13.2900
2017-03-10,13.2150
2017-03-13,13.1125
2017-03-14,13.1400
2017-03-15,13.0275
2017-03-16,12.7375
2017-03-17,12.7425
2017-03-20,12.6300
2017-03-21,12.6150
2017-03-22,12.5600
2017-03-23,12.4950
2017-03-24,12.4300
2017-03-27,12.7425
2017-03-28,12.9000
2017-03-29,13.0250
2017-03-30,12.8075
2017-03-31,13.4225
2017-04-03,13.7050
2017-04-04,13.5375
2017-04-05,13.7525
2017-04-06,13.7700
2017-04-07,13.7700
2017-04-10,13.9025
2017-04-11,13.8275
2017-04-12,13.6225
2017-04-13,13.4225
2017-04-14,13.4150
2017-04-17,13.2950
2017-04-18,13.2850
2017-04-19,13.3025
2017-04-20,13.1875
2017-04-21,13.1575
2017-04-24,12.9850
2017-04-25,13.0875
2017-04-26,13.2825
2017-04-27,13.3725
2017-04-28,13.3350
2017-05-01,13.3750
2017-05-02,13.2850
2017-05-03,13.3525
2017-05-04,13.6150
2017-05-05,13.4775
2017-05-08,13.6000
2017-05-09,13.5900
2017-05-10,13.4500
2017-05-11,13.3300
2017-05-12,13.3750
2017-05-15,13.1600
2017-05-16,13.0925
2017-05-17,13.1675
2017-05-18,13.4100
2017-05-19,13.2225
2017-05-22,13.2175
2017-05-23,13.1050
2017-05-24,12.9525
2017-05-25,12.8750
2017-05-26,12.8700
2017-05-29,
2017-05-30,13.1125
2017-05-31,13.1725
2017-06-01,12.9775
2017-06-02,12.8000
2017-06-05,12.6850
2017-06-06,12.8325
2017-06-07,12.8275
2017-06-08,12.8975
2017-06-09,12.8525
2017-06-12,12.8300
2017-06-13,12.8000
2017-06-14,12.5925
2017-06-15,12.8725
2017-06-16,12.8150
2017-06-19,12.9550
2017-06-20,13.0650
2017-06-21,13.0425
2017-06-22,12.9800
2017-06-23,12.9175
2017-06-26,12.8500
2017-06-27,12.9600
2017-06-28,12.9550
2017-06-29,13.0325
2017-06-30,13.0925
2017-07-03,13.2225
2017-07-04,
2017-07-05,13.4000
2017-07-06,13.4500
2017-07-07,13.4250
2017-07-10,13.4300
2017-07-11,13.5950
2017-07-12,13.2350
2017-07-13,13.2525
2017-07-14,13.0275
2017-07-17,12.9100
2017-07-18,12.9050
2017-07-19,12.9200
2017-07-20,13.0050
2017-07-21,12.9425
2017-07-24,12.9650
2017-07-25,13.0250
2017-07-26,13.0275
2017-07-27,13.0250
2017-07-28,13.0225
2017-07-31,13.2225
2017-08-01,13.2150
2017-08-02,13.2100
2017-08-03,13.3925
2017-08-04,13.4600
2017-08-07,13.2700
2017-08-08,13.2000
2017-08-09,13.4550
2017-08-10,13.3550
2017-08-11,13.4700
2017-08-14,13.2975
2017-08-15,13.3075
2017-08-16,13.2100
2017-08-17,13.1825
2017-08-18,13.1525
2017-08-21,13.1550
2017-08-22,13.2100
2017-08-23,13.2075
2017-08-24,13.2000
2017-08-25,13.0325
2017-08-28,13.0425
2017-08-29,12.9450
2017-08-30,12.9800
2017-08-31,12.9925
2017-09-01,12.9250
2017-09-04,
2017-09-05,12.8950
2017-09-06,12.7625
2017-09-07,12.8550
2017-09-08,12.9200
2017-09-11,12.9525
2017-09-12,12.9975
2017-09-13,13.1550
2017-09-14,13.1600
2017-09-15,13.1600
2017-09-18,13.2875
2017-09-19,13.3325
2017-09-20,13.2325
2017-09-21,13.2575
2017-09-22,13.1900
2017-09-25,13.3500
2017-09-26,13.3875
2017-09-27,13.5375
2017-09-28,13.5275
2017-09-29,13.5100
2017-10-02,13.5900
2017-10-03,13.6600
2017-10-04,13.5900
2017-10-05,13.6325
2017-10-06,13.7300
2017-10-09,
2017-10-10,13.6425
2017-10-11,13.5550
2017-10-12,13.4575
2017-10-13,13.2600
2017-10-16,13.2775
2017-10-17,13.4250
2017-10-18,13.5675
2017-10-19,13.5375
2017-10-20,13.6750
2017-10-23,13.7350
2017-10-24,13.7350
2017-10-25,14.0700
2017-10-26,14.1725
2017-10-27,14.1725
2017-10-30,14.0300
2017-10-31,14.1325
2017-11-01,14.0800
2017-11-02,14.0175
2017-11-03,14.2150
2017-11-06,14.1525
2017-11-07,14.2350
2017-11-08,14.1205
2017-11-09,14.2525
2017-11-10,
2017-11-13,14.4925
2017-11-14,14.3875
2017-11-15,14.3950
2017-11-16,14.1850
2017-11-17,13.9700
2017-11-20,14.0450
2017-11-21,13.9650
2017-11-22,13.8725
2017-11-23,
2017-11-24,13.8575
2017-11-27,13.7375
2017-11-28,13.5950
2017-11-29,13.6375
2017-11-30,13.6425
2017-12-01,13.7225
2017-12-04,13.5725
2017-12-05,13.4700
2017-12-06,13.5300
2017-12-07,13.6375
2017-12-08,13.6575
2017-12-11,13.5675
2017-12-12,13.6950
2017-12-13,13.5250
2017-12-14,13.4775
2017-12-15,13.1850
2017-12-18,12.5950
2017-12-19,12.7250
2017-12-20,12.5875
2017-12-21,12.7300
2017-12-22,12.6050
2017-12-25,
2017-12-26,12.5050
2017-12-27,12.3000
2017-12-28,12.3725
2017-12-29,12.3750
2018-01-01,
2018-01-02,12.4400
2018-01-03,12.3400
2018-01-04,12.3100
2018-01-05,12.3400
2018-01-08,12.3850
2018-01-09,12.3800
2018-01-10,12.4950
2018-01-11,12.4550
2018-01-12,12.4200
2018-01-15,
2018-01-16,12.2650
2018-01-17,12.2775
2018-01-18,12.1175
2018-01-19,12.2150
2018-01-22,12.0900
2018-01-23,12.0800
2018-01-24,11.9275
2018-01-25,11.8525
2018-01-26,11.8850
2018-01-29,11.9700
2018-01-30,11.9625
2018-01-31,11.8900
2018-02-01,11.8400
2018-02-02,12.0400
2018-02-05,12.0300
2018-02-06,12.0050
2018-02-07,11.9650
2018-02-08,12.1325
2018-02-09,12.0525
2018-02-12,11.9100
2018-02-13,11.9400
2018-02-14,11.7425
2018-02-15,11.6600
2018-02-16,11.6125
2018-02-19,
2018-02-20,11.7250
2018-02-21,11.6325
2018-02-22,11.6700
2018-02-23,11.5500
2018-02-26,11.6150
2018-02-27,11.7075
2018-02-28,11.7800
2018-03-01,11.8825
2018-03-02,11.9575
2018-03-05,11.8400
2018-03-06,11.7700
2018-03-07,11.8725
2018-03-08,11.9075
2018-03-09,11.8100
2018-03-12,11.8275
2018-03-13,11.7725
2018-03-14,11.7750
2018-03-15,11.8700
2018-03-16,11.9925
2018-03-19,12.0625
2018-03-20,11.9575
2018-03-21,11.9075
2018-03-22,11.8800
2018-03-23,11.7550
2018-03-26,11.6650
2018-03-27,11.6275
2018-03-28,11.7300
2018-03-29,11.8500
2018-03-30,11.8150
2018-04-02,11.8525
2018-04-03,11.8200
2018-04-04,11.9050
2018-04-05,11.9675
2018-04-06,12.0500
2018-04-09,12.0775
2018-04-10,12.0500
2018-04-11,11.9850
2018-04-12,12.0150
2018-04-13,12.0850
2018-04-16,12.0575
2018-04-17,11.9775
2018-04-18,11.9350
2018-04-19,11.9800
2018-04-20,12.0875
2018-04-23,12.3150
2018-04-24,12.3325
2018-04-25,12.4625
2018-04-26,12.4400
2018-04-27,12.3675
2018-04-30,12.4775
