observation_date,"PENUSD"
02Ene20,3.305
03Ene20,3.311
06Ene20,3.323
07Ene20,3.327
08Ene20,3.32
09Ene20,3.321
10Ene20,3.324
13Ene20,3.336
14Ene20,3.33
15Ene20,3.327
16Ene20,3.326
17Ene20,3.324
20Ene20,3.323
21Ene20,3.32
22Ene20,3.317
23Ene20,3.322
24Ene20,3.325
27Ene20,3.339
28Ene20,3.335
29Ene20,3.345
30Ene20,3.36
31Ene20,3.376
03Feb20,3.374
04Feb20,3.364
05Feb20,3.36
06Feb20,3.371
07Feb20,3.388
10Feb20,3.394
11Feb20,3.39
12Feb20,3.383
13Feb20,3.385
14Feb20,3.384
17Feb20,3.384
18Feb20,3.386
19Feb20,3.384
20Feb20,3.392
21Feb20,3.394
24Feb20,3.404
25Feb20,3.405
26Feb20,3.412
27Feb20,3.43
28Feb20,3.451
02Mar20,3.445
03Mar20,3.428
04Mar20,3.425
05Mar20,3.44
06Mar20,3.473
09Mar20,3.502
10Mar20,3.498
11Mar20,3.51
12Mar20,3.545
13Mar20,3.53
16Mar20,3.55
17Mar20,3.554
18Mar20,3.568
19Mar20,3.565
20Mar20,3.525
23Mar20,3.536
24Mar20,3.523
25Mar20,3.503
26Mar20,3.439
27Mar20,3.423
30Mar20,3.439
31Mar20,3.442
01Abr20,3.462
02Abr20,3.458
03Abr20,3.457
06Abr20,3.412
07Abr20,3.373
08Abr20,3.356
09Abr20,n.d.
10Abr20,n.d.
13Abr20,3.379
14Abr20,3.393
15Abr20,3.421
16Abr20,3.411
17Abr20,3.407
20Abr20,3.41
21Abr20,3.4
22Abr20,3.376
23Abr20,3.364
24Abr20,3.381
27Abr20,3.4
28Abr20,3.387
29Abr20,3.373
30Abr20,3.383
01May20,n.d.
04May20,3.39
05May20,3.394
06May20,3.407
07May20,3.41
08May20,3.399
11May20,3.421
12May20,3.425
13May20,3.437
14May20,3.455
15May20,3.448
18May20,3.424
19May20,3.43
20May20,3.41
21May20,3.406
22May20,3.429
25May20,3.429
26May20,3.426
27May20,3.453
28May20,3.444
29May20,3.434
01Jun20,3.422
02Jun20,3.404
03Jun20,3.391
04Jun20,3.422
05Jun20,3.43
08Jun20,3.441
09Jun20,3.448
10Jun20,3.437
11Jun20,3.452
12Jun20,3.464
15Jun20,3.485
16Jun20,3.477
17Jun20,3.493
18Jun20,3.511
19Jun20,3.513
22Jun20,3.496
23Jun20,3.518
24Jun20,3.529
25Jun20,3.513
26Jun20,3.522
29Jun20,n.d.
30Jun20,3.541
01Jul20,3.537
02Jul20,3.519
03Jul20,3.528
06Jul20,3.549
07Jul20,3.547
08Jul20,3.537
09Jul20,3.524
10Jul20,3.508
13Jul20,3.5
14Jul20,3.504
15Jul20,3.502
16Jul20,3.499
17Jul20,3.511
20Jul20,3.518
21Jul20,3.497
22Jul20,3.505
23Jul20,3.518
24Jul20,3.536
27Jul20,3.529
28Jul20,n.d.
29Jul20,3.515
30Jul20,3.51
31Jul20,3.529
03Ago20,3.543
04Ago20,3.55
05Ago20,3.55
06Ago20,3.548
07Ago20,3.551
10Ago20,3.561
11Ago20,3.563
12Ago20,3.568
13Ago20,3.573
14Ago20,3.576
17Ago20,3.579
18Ago20,3.576
19Ago20,3.564
20Ago20,3.576
21Ago20,3.584
24Ago20,3.583
25Ago20,3.593
26Ago20,3.586
27Ago20,3.573
28Ago20,3.54
31Ago20,3.547
01Set20,3.531
02Set20,3.533
03Set20,3.542
04Set20,3.554
07Set20,3.54
08Set20,3.545
09Set20,3.537
10Set20,3.543
11Set20,3.57
14Set20,3.569
15Set20,3.553
16Set20,3.543
17Set20,3.538
18Set20,3.527
21Set20,3.546
22Set20,3.555
23Set20,3.568
24Set20,3.58
25Set20,3.592
28Set20,3.593
29Set20,3.597
30Set20,3.599
01Oct20,3.607
02Oct20,3.62
05Oct20,3.612
06Oct20,3.586
07Oct20,3.581
08Oct20,3.58
09Oct20,3.572
12Oct20,3.587
13Oct20,3.596
14Oct20,3.59
15Oct20,3.59
16Oct20,3.581
19Oct20,3.59
20Oct20,3.59
21Oct20,3.599
22Oct20,3.606
23Oct20,3.606
26Oct20,3.606
27Oct20,3.609
28Oct20,3.615
29Oct20,3.613
30Oct20,3.615
02Nov20,3.617
03Nov20,3.608
04Nov20,3.6
05Nov20,3.594
06Nov20,3.601
09Nov20,3.59
10Nov20,3.624
11Nov20,3.626
12Nov20,3.636
13Nov20,3.646
16Nov20,3.662
17Nov20,3.632
18Nov20,3.582
19Nov20,3.577
20Nov20,3.587
23Nov20,3.6
24Nov20,3.609
25Nov20,3.611
26Nov20,3.608
27Nov20,3.609
30Nov20,3.61
01Dic20,3.606
02Dic20,3.607
03Dic20,3.599
04Dic20,3.596
07Dic20,3.603
08Dic20,n.d.
09Dic20,3.606
10Dic20,3.603
11Dic20,3.602
14Dic20,3.591
15Dic20,3.592
16Dic20,3.59
17Dic20,3.587
18Dic20,3.597
21Dic20,3.608
22Dic20,3.617
23Dic20,3.616
24Dic20,3.615
25Dic20,n.d.
28Dic20,3.617
29Dic20,3.62
30Dic20,3.621
31Dic20,3.624
01Ene21,n.d.
04Ene21,3.628
05Ene21,3.631
06Ene21,3.63
07Ene21,3.623
08Ene21,3.615
11Ene21,3.618
12Ene21,3.608
13Ene21,3.615
14Ene21,3.613
15Ene21,3.614
18Ene21,3.617
19Ene21,3.615
20Ene21,3.615
21Ene21,3.622
22Ene21,3.634
25Ene21,3.645
26Ene21,3.647
27Ene21,3.653
28Ene21,3.647
29Ene21,3.642
01Feb21,3.641
02Feb21,3.641
03Feb21,3.64
04Feb21,3.647
05Feb21,3.64
08Feb21,3.644
09Feb21,3.645
10Feb21,3.64
11Feb21,3.64
12Feb21,3.646
15Feb21,3.647
16Feb21,3.652
17Feb21,3.655
18Feb21,3.652
19Feb21,3.655
22Feb21,3.657
23Feb21,3.656
24Feb21,3.653
25Feb21,3.649
26Feb21,3.651
01Mar21,3.656
02Mar21,3.665
03Mar21,3.675
04Mar21,3.676
05Mar21,3.693
08Mar21,3.704
09Mar21,3.705
10Mar21,3.696
11Mar21,3.695
12Mar21,3.705
15Mar21,3.719
16Mar21,3.708
17Mar21,3.709
18Mar21,3.707
19Mar21,3.715
22Mar21,3.723
23Mar21,3.719
24Mar21,3.724
25Mar21,3.734
26Mar21,3.739
29Mar21,3.75
30Mar21,3.763
31Mar21,3.758
01Abr21,n.d.
02Abr21,n.d.
05Abr21,3.721
06Abr21,3.661
07Abr21,3.625
08Abr21,3.599
09Abr21,3.624
12Abr21,3.654
13Abr21,3.626
14Abr21,3.631
15Abr21,3.623
16Abr21,3.633
19Abr21,3.677
20Abr21,3.686
21Abr21,3.705
22Abr21,3.763
23Abr21,3.776
26Abr21,3.831
27Abr21,3.841
28Abr21,3.81
29Abr21,3.794
30Abr21,3.792
03May21,3.813
04May21,3.832
05May21,3.829
06May21,3.821
07May21,3.8
10May21,3.776
11May21,3.709
12May21,3.725
13May21,3.686
14May21,3.678
17May21,3.704
18May21,3.728
19May21,3.747
20May21,3.741
21May21,3.745
24May21,3.796
25May21,3.832
26May21,3.842
27May21,3.865
28May21,3.808
31May21,3.827
01Jun21,3.845
02Jun21,3.862
03Jun21,3.855
04Jun21,3.827
07Jun21,3.912
08Jun21,3.954
09Jun21,3.894
10Jun21,3.891
11Jun21,3.904
14Jun21,3.909
15Jun21,3.922
16Jun21,3.907
17Jun21,3.917
18Jun21,3.94
21Jun21,3.965
22Jun21,3.975
23Jun21,3.981
24Jun21,3.988
25Jun21,3.985
28Jun21,3.932
29Jun21,n.d.
30Jun21,3.866
01Jul21,3.866
02Jul21,3.887
05Jul21,3.919
06Jul21,3.951
07Jul21,3.959
08Jul21,3.971
09Jul21,3.966
12Jul21,3.96
13Jul21,3.973
14Jul21,3.967
15Jul21,3.961
16Jul21,3.913
19Jul21,3.939
20Jul21,3.956
21Jul21,3.954
22Jul21,3.944
23Jul21,3.929
26Jul21,3.915
27Jul21,3.924
28Jul21,n.d.
29Jul21,n.d.
30Jul21,4.044
02Ago21,4.061
03Ago21,4.081
04Ago21,4.084
05Ago21,4.074
06Ago21,4.09
09Ago21,4.106
10Ago21,4.069
11Ago21,4.088
12Ago21,4.1
13Ago21,4.081
16Ago21,4.079
17Ago21,4.089
18Ago21,4.095
19Ago21,4.111
20Ago21,4.115
23Ago21,4.111
24Ago21,4.095
25Ago21,4.099
26Ago21,4.098
27Ago21,4.078
30Ago21,n.d.
31Ago21,4.086
01Set21,4.087
02Set21,4.099
03Set21,4.097
06Set21,4.105
07Set21,4.105
08Set21,4.092
09Set21,4.101
10Set21,4.102
13Set21,4.108
14Set21,4.105
15Set21,4.109
16Set21,4.114
17Set21,4.113
20Set21,4.12
21Set21,4.117
22Set21,4.113
23Set21,4.114
24Set21,4.111
27Set21,4.127
28Set21,4.129
29Set21,4.13
30Set21,4.136
01Oct21,4.134
04Oct21,4.136
05Oct21,4.133
06Oct21,4.135
07Oct21,4.109
08Oct21,n.d.
11Oct21,4.08
12Oct21,4.067
13Oct21,4.002
14Oct21,3.95
15Oct21,3.938
18Oct21,3.951
19Oct21,3.949
20Oct21,3.947
21Oct21,3.953
22Oct21,3.964
25Oct21,3.973
26Oct21,3.992
27Oct21,3.989
28Oct21,3.98
29Oct21,3.992
01Nov21,n.d.
02Nov21,4.012
03Nov21,4.014
04Nov21,4.013
05Nov21,4.017
08Nov21,4.016
09Nov21,4.018
10Nov21,4.025
11Nov21,4.025
12Nov21,4.026
15Nov21,4.013
16Nov21,4.004
17Nov21,4.007
18Nov21,4.02
19Nov21,4.026
22Nov21,4.023
23Nov21,4.011
24Nov21,4.023
25Nov21,4.031
26Nov21,4.041
29Nov21,4.059
30Nov21,4.066
01Dic21,4.071
02Dic21,4.075
03Dic21,4.078
06Dic21,4.085
07Dic21,4.08
08Dic21,n.d.
09Dic21,4.085
10Dic21,4.076
13Dic21,4.067
14Dic21,4.06
15Dic21,4.058
16Dic21,4.04
17Dic21,4.043
20Dic21,4.049
21Dic21,4.055
22Dic21,4.05
23Dic21,4.027
24Dic21,4.018
27Dic21,3.991
28Dic21,3.958
29Dic21,3.976
30Dic21,3.991
31Dic21,3.998
03Ene22,3.995
04Ene22,3.968
05Ene22,3.965
06Ene22,3.973
07Ene22,3.955
10Ene22,3.933
11Ene22,3.925
12Ene22,3.901
13Ene22,3.9
14Ene22,3.887
17Ene22,3.869
18Ene22,3.856
19Ene22,3.866
20Ene22,3.859
21Ene22,3.834
24Ene22,3.842
25Ene22,3.852
26Ene22,3.849
27Ene22,3.839
28Ene22,3.849
31Ene22,3.846
01Feb22,3.878
02Feb22,3.86
03Feb22,3.863
04Feb22,3.873
07Feb22,3.848
08Feb22,3.845
09Feb22,3.834
10Feb22,3.767
11Feb22,3.758
14Feb22,3.789
15Feb22,3.806
16Feb22,3.785
17Feb22,3.75
18Feb22,3.726
21Feb22,3.752
22Feb22,3.745
23Feb22,3.715
24Feb22,3.788
25Feb22,3.763
28Feb22,3.759
01Mar22,3.791
02Mar22,3.77
03Mar22,3.735
04Mar22,3.76
07Mar22,3.751
08Mar22,3.736
09Mar22,3.718
10Mar22,3.721
11Mar22,3.698
14Mar22,3.715
15Mar22,3.735
16Mar22,3.729
17Mar22,3.736
18Mar22,3.776
21Mar22,3.79
22Mar22,3.776
23Mar22,3.773
24Mar22,3.756
25Mar22,3.731
28Mar22,3.737
29Mar22,3.724
30Mar22,3.728
31Mar22,3.701
01Abr22,3.663
04Abr22,3.634
05Abr22,3.69
06Abr22,3.72
07Abr22,3.714
08Abr22,3.715
11Abr22,3.721
12Abr22,3.706
13Abr22,3.736
14Abr22,n.d.
15Abr22,n.d.
18Abr22,3.742
19Abr22,3.736
20Abr22,3.709
21Abr22,3.734
22Abr22,3.766
25Abr22,3.815
26Abr22,3.818
27Abr22,3.83
28Abr22,3.852
29Abr22,3.838
02May22,3.848
03May22,3.826
04May22,3.805
05May22,3.79
06May22,3.811
09May22,3.814
10May22,3.816
11May22,3.788
12May22,3.801
13May22,3.786
16May22,3.787
17May22,3.762
18May22,3.772
19May22,3.754
20May22,3.738
23May22,3.72
24May22,3.719
25May22,3.694
26May22,3.663
27May22,3.669
30May22,3.683
31May22,3.707
01Jun22,3.726
02Jun22,3.714
03Jun22,3.712
06Jun22,3.731
07Jun22,3.755
08Jun22,3.758
09Jun22,3.756
10Jun22,3.778
13Jun22,3.783
14Jun22,3.759
15Jun22,3.731
16Jun22,3.727
17Jun22,3.728
20Jun22,3.729
21Jun22,3.724
22Jun22,3.731
23Jun22,3.753
24Jun22,3.782
27Jun22,3.791
28Jun22,3.788
29Jun22,n.d.
30Jun22,3.83
01Jul22,3.854
04Jul22,3.839
05Jul22,3.862
06Jul22,3.888
07Jul22,3.888
08Jul22,3.905
11Jul22,3.939
12Jul22,3.972
13Jul22,3.968
14Jul22,3.958
15Jul22,3.906
18Jul22,3.892
19Jul22,3.878
20Jul22,3.888
21Jul22,3.914
22Jul22,3.918
25Jul22,3.919
26Jul22,3.921
27Jul22,3.925
28Jul22,n.d.
29Jul22,n.d.
01Ago22,3.897
02Ago22,3.919
03Ago22,3.92
04Ago22,3.897
05Ago22,3.905
08Ago22,3.916
09Ago22,3.932
10Ago22,3.899
11Ago22,3.888
12Ago22,3.865
15Ago22,3.856
16Ago22,3.86
17Ago22,3.847
18Ago22,3.847
19Ago22,3.857
22Ago22,3.88
23Ago22,3.864
24Ago22,3.867
25Ago22,3.861
26Ago22,3.847
29Ago22,3.838
30Ago22,n.d.
31Ago22,3.847
01Set22,3.865
02Set22,3.876
05Set22,3.885
06Set22,3.897
07Set22,3.896
08Set22,3.881
09Set22,3.883
12Set22,3.859
13Set22,3.862
14Set22,3.875
15Set22,3.892
16Set22,3.883
19Set22,3.871
20Set22,3.883
21Set22,3.903
22Set22,3.913
23Set22,3.911
26Set22,3.938
27Set22,3.949
28Set22,3.952
29Set22,3.971
30Set22,3.984
03Oct22,3.969
04Oct22,3.955
05Oct22,3.966
06Oct22,3.983
07Oct22,3.98
10Oct22,3.967
11Oct22,3.972
12Oct22,3.984
13Oct22,3.987
14Oct22,3.992
17Oct22,3.985
18Oct22,3.979
19Oct22,3.985
20Oct22,3.978
21Oct22,3.984
24Oct22,4.003
25Oct22,4.002
26Oct22,3.996
27Oct22,3.987
28Oct22,3.978
31Oct22,3.993
01Nov22,n.d.
02Nov22,3.976
03Nov22,3.973
04Nov22,3.962
07Nov22,3.957
08Nov22,3.936
09Nov22,3.918
10Nov22,3.87
11Nov22,3.86
14Nov22,3.86
15Nov22,3.838
16Nov22,3.842
17Nov22,3.845
18Nov22,3.841
21Nov22,3.838
22Nov22,3.846
23Nov22,3.852
24Nov22,3.85
25Nov22,3.873
28Nov22,3.861
29Nov22,3.847
30Nov22,3.854
01Dic22,3.836
02Dic22,3.835
05Dic22,3.848
06Dic22,3.851
07Dic22,3.851
08Dic22,n.d.
09Dic22,n.d.
12Dic22,3.84
13Dic22,3.835
14Dic22,3.841
15Dic22,3.849
16Dic22,3.853
19Dic22,3.842
20Dic22,3.839
21Dic22,3.825
22Dic22,3.819
23Dic22,3.827
26Dic22,3.823
27Dic22,3.822
28Dic22,3.817
29Dic22,3.818
30Dic22,3.82
02Ene23,n.d.
03Ene23,3.823
04Ene23,3.827
05Ene23,3.83
06Ene23,3.806
09Ene23,3.803
10Ene23,3.806
11Ene23,3.783
12Ene23,3.784
13Ene23,3.806
16Ene23,3.822
17Ene23,3.842
18Ene23,3.836
19Ene23,3.861
20Ene23,3.859
23Ene23,3.873
24Ene23,3.885
25Ene23,3.9
26Ene23,3.867
27Ene23,3.829
30Ene23,3.859
31Ene23,3.851
01Feb23,3.848
02Feb23,3.835
03Feb23,3.847
06Feb23,3.855
07Feb23,3.848
08Feb23,3.856
09Feb23,3.869
10Feb23,3.858
13Feb23,3.854
14Feb23,3.861
15Feb23,3.865
16Feb23,3.868
17Feb23,3.849
20Feb23,3.85
21Feb23,3.836
22Feb23,3.827
23Feb23,3.805
24Feb23,3.82
27Feb23,3.816
28Feb23,3.81
01Mar23,3.784
02Mar23,3.784
03Mar23,3.789
06Mar23,3.788
07Mar23,3.789
08Mar23,3.788
09Mar23,3.792
10Mar23,3.786
13Mar23,3.803
14Mar23,3.789
15Mar23,3.808
16Mar23,3.801
17Mar23,3.798
20Mar23,3.785
21Mar23,3.77
22Mar23,3.774
23Mar23,3.767
24Mar23,3.773
27Mar23,3.772
28Mar23,3.768
29Mar23,3.759
30Mar23,3.761
31Mar23,3.765
03Abr23,3.77
04Abr23,3.773
05Abr23,3.774
06Abr23,n.d.
07Abr23,n.d.
10Abr23,3.781
11Abr23,3.787
12Abr23,3.78
13Abr23,3.777
14Abr23,3.784
17Abr23,3.785
18Abr23,3.781
19Abr23,3.781
20Abr23,3.768
21Abr23,3.768
24Abr23,3.761
25Abr23,3.762
26Abr23,3.75
27Abr23,3.737
28Abr23,3.719
01May23,n.d.
02May23,3.715
03May23,3.709
04May23,3.719
05May23,3.717
08May23,3.71
09May23,3.702
10May23,3.678
11May23,3.683
12May23,3.659
15May23,3.667
16May23,3.683
17May23,3.697
18May23,3.702
19May23,3.696
22May23,3.695
23May23,3.695
24May23,3.69
25May23,3.698
26May23,3.675
29May23,3.68
30May23,3.677
31May23,3.682
01Jun23,3.684
02Jun23,3.688
05Jun23,3.68
06Jun23,3.691
07Jun23,3.674
08Jun23,3.661
09Jun23,3.646
12Jun23,3.658
13Jun23,3.648
14Jun23,3.652
15Jun23,3.654
16Jun23,3.645
19Jun23,3.647
20Jun23,3.648
21Jun23,3.645
22Jun23,3.641
23Jun23,3.638
26Jun23,3.642
27Jun23,3.64
28Jun23,3.636
29Jun23,n.d.
30Jun23,3.633
03Jul23,3.63
04Jul23,3.634
05Jul23,3.633
06Jul23,3.648
07Jul23,3.643
10Jul23,3.643
11Jul23,3.638
12Jul23,3.599
13Jul23,3.573
14Jul23,3.567
17Jul23,3.57
18Jul23,3.557
19Jul23,3.589
20Jul23,3.592
21Jul23,3.591
24Jul23,3.588
25Jul23,3.604
26Jul23,3.602
27Jul23,3.602
28Jul23,n.d.
31Jul23,3.614
01Ago23,3.634
02Ago23,3.661
03Ago23,3.696
04Ago23,3.692
07Ago23,3.694
08Ago23,3.71
09Ago23,3.699
10Ago23,3.678
11Ago23,3.684
14Ago23,3.703
15Ago23,3.719
16Ago23,3.717
17Ago23,3.73
18Ago23,3.72
21Ago23,3.722
22Ago23,3.729
23Ago23,3.716
24Ago23,3.701
25Ago23,3.699
28Ago23,3.699
29Ago23,3.696
30Ago23,n.d.
31Ago23,3.699
01Set23,3.695
04Set23,3.698
05Set23,3.709
06Set23,3.708
07Set23,3.713
08Set23,3.716
11Set23,3.704
12Set23,3.708
13Set23,3.706
14Set23,3.712
15Set23,3.722
18Set23,3.714
19Set23,3.717
20Set23,3.718
21Set23,3.744
22Set23,3.748
25Set23,3.773
26Set23,3.787
27Set23,3.799
28Set23,3.806
29Set23,3.797
02Oct23,3.807
03Oct23,3.812
04Oct23,3.818
05Oct23,3.826
06Oct23,3.828
09Oct23,3.837
10Oct23,3.828
11Oct23,3.826
12Oct23,3.841
13Oct23,3.85
16Oct23,3.859
17Oct23,3.861
18Oct23,3.872
19Oct23,3.873
20Oct23,3.876
23Oct23,3.877
24Oct23,3.87
25Oct23,3.871
26Oct23,3.872
27Oct23,3.863
30Oct23,3.851
31Oct23,3.842
01Nov23,n.d.
02Nov23,3.807
03Nov23,3.759
06Nov23,3.765
07Nov23,3.775
08Nov23,3.797
09Nov23,3.797
10Nov23,3.813
13Nov23,3.813
14Nov23,3.777
15Nov23,3.775
16Nov23,3.772
17Nov23,3.775
20Nov23,3.749
21Nov23,3.745
22Nov23,3.746
23Nov23,3.741
24Nov23,3.739
27Nov23,3.729
28Nov23,3.732
29Nov23,3.737
30Nov23,3.739
01Dic23,3.737
04Dic23,3.744
05Dic23,3.755
06Dic23,3.757
07Dic23,3.757
08Dic23,n.d.
11Dic23,3.774
12Dic23,3.778
13Dic23,3.785
14Dic23,3.772
15Dic23,3.771
18Dic23,3.756
19Dic23,3.719
20Dic23,3.712
21Dic23,3.709
22Dic23,3.69
25Dic23,n.d.
26Dic23,3.696
27Dic23,3.694
28Dic23,3.705
29Dic23,3.713
01Ene24,n.d.
02Ene24,n.d.
03Ene24,3.738
04Ene24,3.74
05Ene24,3.723
08Ene24,3.719
09Ene24,3.708
10Ene24,3.704
11Ene24,3.703
12Ene24,3.696
15Ene24,3.704
16Ene24,3.718
17Ene24,3.739
18Ene24,3.742
19Ene24,3.743
22Ene24,3.746
23Ene24,3.755
24Ene24,3.76
25Ene24,3.765
26Ene24,3.786
29Ene24,3.807
30Ene24,3.813
31Ene24,3.808
01Feb24,3.808
02Feb24,3.829
05Feb24,3.852
06Feb24,3.858
07Feb24,3.868
08Feb24,3.854
09Feb24,3.868
12Feb24,3.869
13Feb24,3.883
14Feb24,3.877
15Feb24,3.87
16Feb24,3.844
19Feb24,3.807
20Feb24,3.784
21Feb24,3.797
22Feb24,3.807
23Feb24,3.799
26Feb24,3.803
27Feb24,3.793
28Feb24,3.797
29Feb24,3.782
01Mar24,3.773
04Mar24,3.771
05Mar24,3.77
06Mar24,3.736
07Mar24,3.726
08Mar24,3.696
11Mar24,3.692
12Mar24,3.695
13Mar24,3.671
14Mar24,3.677
15Mar24,3.692
18Mar24,3.698
19Mar24,3.703
20Mar24,3.696
21Mar24,3.701
22Mar24,3.694
25Mar24,3.707
26Mar24,3.727
27Mar24,3.721
28Mar24,n.d.
29Mar24,n.d.
01Abr24,3.734
02Abr24,3.711
03Abr24,3.694
04Abr24,3.685
05Abr24,3.691
08Abr24,3.681
09Abr24,3.693
10Abr24,3.71
11Abr24,3.711
12Abr24,3.707
15Abr24,3.725
16Abr24,3.755
17Abr24,3.749
18Abr24,3.744
19Abr24,3.702
22Abr24,3.701
23Abr24,3.701
24Abr24,3.724
25Abr24,3.745
26Abr24,3.756
29Abr24,3.734
30Abr24,3.752
01May24,n.d.
02May24,3.757
03May24,3.726
06May24,3.73
07May24,3.728
08May24,3.724
09May24,3.713
10May24,3.708
13May24,3.723
14May24,3.728
15May24,3.718
16May24,3.728
17May24,3.742
20May24,3.736
21May24,3.733
22May24,3.743
23May24,3.746
24May24,3.739
27May24,3.748
28May24,3.75
29May24,3.762
30May24,3.753
31May24,3.741
03Jun24,3.736
04Jun24,3.74
05Jun24,3.747
06Jun24,3.756
07Jun24,n.d.
10Jun24,3.781
11Jun24,3.787
12Jun24,3.772
13Jun24,3.777
14Jun24,3.776
17Jun24,3.796
18Jun24,3.789
19Jun24,3.818
20Jun24,3.814
21Jun24,3.806
24Jun24,3.805
25Jun24,3.817
26Jun24,3.822
27Jun24,3.825
28Jun24,3.837
01Jul24,3.851
02Jul24,3.833
03Jul24,3.802
04Jul24,3.802
05Jul24,3.797
08Jul24,3.797
09Jul24,3.789
10Jul24,3.785
11Jul24,3.771
12Jul24,3.74
15Jul24,3.733
16Jul24,3.725
17Jul24,3.723
18Jul24,3.735
19Jul24,3.743
22Jul24,3.758
23Jul24,n.d.
24Jul24,3.778
25Jul24,3.764
26Jul24,n.d.
29Jul24,n.d.
30Jul24,3.742
31Jul24,3.722
01Ago24,3.741
02Ago24,3.748
05Ago24,3.754
06Ago24,n.d.
07Ago24,3.74
08Ago24,3.732
09Ago24,3.731
12Ago24,3.747
13Ago24,3.75
14Ago24,3.744
15Ago24,3.737
16Ago24,3.748
19Ago24,3.74
20Ago24,3.747
21Ago24,3.744
22Ago24,3.76
23Ago24,3.748
26Ago24,3.759
27Ago24,3.748
28Ago24,3.743
29Ago24,3.75
30Ago24,n.d.
02Set24,3.768
03Set24,3.781
04Set24,3.797
05Set24,3.796
06Set24,3.781
09Set24,3.816
10Set24,3.823
11Set24,3.794
12Set24,3.772
13Set24,3.771
16Set24,3.788
17Set24,3.778
18Set24,3.764
19Set24,3.751
20Set24,3.754
23Set24,3.773
24Set24,3.768
25Set24,3.767
26Set24,3.737
27Set24,3.722
30Set24,3.714
01Oct24,3.718
02Oct24,3.721
03Oct24,3.73
04Oct24,3.734
07Oct24,3.744
08Oct24,n.d.
09Oct24,3.76
10Oct24,3.767
11Oct24,3.759
14Oct24,3.763
15Oct24,3.77
16Oct24,3.773
17Oct24,3.771
18Oct24,3.759
21Oct24,3.767
22Oct24,3.759
23Oct24,3.757
24Oct24,3.757
25Oct24,3.758
28Oct24,3.775
29Oct24,3.772
30Oct24,3.776
31Oct24,3.775
01Nov24,n.d.
04Nov24,3.774
05Nov24,3.778
06Nov24,3.787
07Nov24,3.76
08Nov24,3.769
11Nov24,3.781
12Nov24,3.788
13Nov24,3.8
14Nov24,3.805
15Nov24,3.807
18Nov24,3.799
19Nov24,3.798
20Nov24,3.798
21Nov24,3.797
22Nov24,3.798
25Nov24,3.783
26Nov24,3.773
27Nov24,3.762
28Nov24,3.759
29Nov24,3.745
02Dic24,3.766
03Dic24,3.749
04Dic24,3.74
05Dic24,3.735
06Dic24,3.727
09Dic24,n.d.
10Dic24,3.718
11Dic24,3.722
12Dic24,3.735
13Dic24,3.737
16Dic24,3.74
17Dic24,3.746
18Dic24,3.74
19Dic24,3.743
20Dic24,3.731
23Dic24,3.735
24Dic24,3.731
25Dic24,n.d.
26Dic24,3.748
27Dic24,3.75
30Dic24,3.77
31Dic24,n.d.
